container_id,trade,cargo_category,cargo_type,terminal,month,day_of_week,is_weekend,is_holiday,is_monsoon,customs_exam,vessel_queue,dwell_hours
TUTU1918889,Export,Sugar,Dry,PSA_SICAL,12,4,0,0,1,1,0.802,89.3
TUTU9556715,Export,Sugar,Dry,DBGT,7,6,1,0,0,1,0.824,74.2
TUTU3383102,Export,Seafood,Reefer,PSA_SICAL,1,3,0,0,0,0,0.83,30.6
TUTU3728868,Import,Electronics,Dry,PSA_SICAL,5,3,0,0,0,0,0.862,72.8
TUTU7776858,Export,Granite,Dry,PSA_SICAL,9,6,1,0,0,0,0.858,55.8
TUTU8578099,Export,Seafood,Reefer,DBGT,1,2,0,0,0,0,0.75,26.7
TUTU8849692,Export,Electronics,Dry,PSA_SICAL,4,1,0,0,0,0,0.761,34.7
TUTU8130714,Import,Seafood,Reefer,PSA_SICAL,7,6,1,0,0,0,0.867,62.2
TUTU2058144,Import,Machinery,ODC,PSA_SICAL,1,2,0,0,0,0,0.822,77.2
TUTU2728715,Export,Granite,Dry,PSA_SICAL,9,3,0,0,0,0,0.818,48.4
TUTU6820852,Import,Coal,Dry,PSA_SICAL,6,3,0,0,0,0,0.723,76.8
TUTU5227442,Export,Granite,Dry,PSA_SICAL,8,0,0,0,0,0,0.826,44.7
TUTU7723303,Import,Electronics,Dry,PSA_SICAL,8,0,0,0,0,1,0.855,100.0
TUTU3923773,Export,Granite,Dry,PSA_SICAL,5,5,1,0,0,0,0.834,57.5
TUTU4031157,Export,Salt,Dry,PSA_SICAL,9,0,0,0,0,0,0.776,31.3
TUTU7950275,Export,Seafood,Reefer,PSA_SICAL,1,3,0,0,0,0,0.755,21.1
TUTU5805695,Export,Granite,Dry,PSA_SICAL,3,1,0,0,0,0,0.889,61.5
TUTU4292049,Import,EdibleOil,LiquidBulk,PSA_SICAL,1,2,0,0,0,0,0.784,72.9
TUTU3364189,Export,Seafood,Reefer,PSA_SICAL,3,6,1,0,0,1,0.764,64.0
TUTU7977811,Import,Timber,Dry,PSA_SICAL,11,2,0,0,1,0,0.89,99.0
TUTU8354547,Import,Timber,Dry,PSA_SICAL,9,3,0,0,0,0,0.841,83.7
TUTU7793288,Import,Seafood,Reefer,DBGT,4,1,0,0,0,0,0.839,60.4
TUTU9904609,Import,Timber,Dry,PSA_SICAL,3,6,1,0,0,0,0.843,77.1
TUTU8277298,Export,Electronics,Dry,PSA_SICAL,6,4,0,0,0,0,0.866,52.4
TUTU2804436,Import,Coal,Dry,PSA_SICAL,1,0,0,0,0,0,0.8,78.1
TUTU3066301,Import,Coal,Dry,PSA_SICAL,9,4,0,0,0,0,0.851,81.7
TUTU7995334,Export,Seafood,Reefer,DBGT,7,2,0,0,0,1,0.784,48.7
TUTU4244573,Import,Chemicals,Hazardous,DBGT,7,4,0,0,0,0,0.866,86.3
TUTU1420431,Export,Salt,Dry,DBGT,11,4,0,0,1,1,0.88,97.8
TUTU9005698,Export,Granite,Dry,PSA_SICAL,8,2,0,0,0,0,0.85,52.2
TUTU7394209,Import,Timber,Dry,PSA_SICAL,7,5,1,0,0,0,0.828,74.2
TUTU5303931,Export,Sugar,Dry,PSA_SICAL,3,5,1,0,0,0,0.798,39.2
TUTU1113995,Export,Granite,Dry,DBGT,4,5,1,0,0,0,0.786,43.5
TUTU2750820,Export,Electronics,Dry,PSA_SICAL,9,6,1,0,0,0,0.826,54.3
TUTU3480907,Export,Granite,Dry,PSA_SICAL,9,1,0,0,0,0,0.779,44.6
TUTU3825668,Export,Granite,Dry,PSA_SICAL,9,4,0,0,0,0,0.895,63.8
TUTU5272181,Export,Textiles,Dry,DBGT,4,1,0,0,0,1,0.828,75.9
TUTU9800496,Export,Granite,Dry,DBGT,6,5,1,0,0,0,0.844,50.4
TUTU6003016,Export,Machinery,ODC,PSA_SICAL,3,5,1,0,0,0,0.821,53.3
TUTU1796143,Import,Chemicals,Hazardous,PSA_SICAL,1,6,1,0,0,0,0.894,98.5
TUTU4223896,Export,Seafood,Reefer,DBGT,5,1,0,0,0,0,0.83,24.1
TUTU6442372,Export,Seafood,Reefer,PSA_SICAL,6,1,0,0,0,0,0.874,32.4
TUTU7880652,Export,Seafood,Reefer,DBGT,8,2,0,1,0,0,0.866,60.5
TUTU4863559,Import,Timber,Dry,PSA_SICAL,3,2,0,0,0,0,0.754,63.0
TUTU7499659,Export,Electronics,Dry,DBGT,1,6,1,0,0,0,0.768,44.7
TUTU9267169,Export,Textiles,Dry,DBGT,7,5,1,0,0,0,0.833,52.6
TUTU2276254,Export,Seafood,Reefer,DBGT,1,0,0,0,0,1,0.741,50.4
TUTU4241601,Import,EdibleOil,LiquidBulk,PSA_SICAL,4,5,1,0,0,0,0.891,97.9
TUTU3593696,Export,Seafood,Reefer,DBGT,6,1,0,0,0,1,0.842,61.8
TUTU9797471,Import,Chemicals,Hazardous,PSA_SICAL,6,3,0,0,0,0,0.864,93.1
TUTU2909901,Import,Seafood,Reefer,DBGT,3,3,0,0,0,0,0.874,49.7
TUTU7825636,Import,Chemicals,Hazardous,DBGT,7,4,0,0,0,0,0.813,90.6
TUTU7853196,Import,Machinery,ODC,PSA_SICAL,9,4,0,0,0,0,0.848,87.3
TUTU2504821,Import,Machinery,ODC,PSA_SICAL,5,1,0,0,0,1,0.729,103.2
TUTU7502117,Export,Salt,Dry,PSA_SICAL,6,4,0,0,0,0,0.819,38.4
TUTU1245560,Import,Timber,Dry,PSA_SICAL,11,0,0,0,1,0,0.885,102.3
TUTU3069144,Export,Granite,Dry,PSA_SICAL,5,1,0,0,0,0,0.756,44.7
TUTU2838494,Export,Granite,Dry,PSA_SICAL,3,0,0,0,0,0,0.808,43.2
TUTU8009264,Export,Electronics,Dry,PSA_SICAL,10,4,0,0,1,0,0.816,45.7
TUTU5964034,Export,Granite,Dry,DBGT,12,0,0,0,1,0,0.823,53.4
TUTU7561289,Export,Machinery,ODC,DBGT,8,1,0,0,0,1,0.862,93.1
TUTU8140573,Export,Seafood,Reefer,DBGT,1,3,0,0,0,0,0.782,23.2
TUTU8996695,Import,Electronics,Dry,DBGT,3,3,0,0,0,0,0.797,55.5
TUTU4255092,Import,Machinery,ODC,PSA_SICAL,10,2,0,0,1,0,0.701,90.0
TUTU2115564,Export,Sugar,Dry,PSA_SICAL,5,5,1,0,0,0,0.829,46.8
TUTU3804584,Export,Textiles,Dry,DBGT,9,5,1,0,0,0,0.824,50.6
TUTU6523917,Import,Timber,Dry,PSA_SICAL,5,5,1,0,0,0,0.822,78.8
TUTU5173218,Export,Textiles,Dry,PSA_SICAL,9,6,1,0,0,0,0.865,53.4
TUTU9845884,Import,EdibleOil,LiquidBulk,PSA_SICAL,4,4,0,0,0,0,0.843,78.7
TUTU3001551,Import,Timber,Dry,PSA_SICAL,2,0,0,0,0,1,0.864,105.0
TUTU7007690,Export,Sugar,Dry,PSA_SICAL,7,5,1,0,0,0,0.913,59.9
TUTU2193726,Import,Coal,Dry,PSA_SICAL,10,1,0,0,1,0,0.814,87.9
TUTU9572616,Export,Sugar,Dry,DBGT,4,2,0,0,0,0,0.799,38.2
TUTU7166498,Import,Coal,Dry,PSA_SICAL,1,1,0,0,0,0,0.833,74.5
TUTU6112258,Export,Seafood,Reefer,DBGT,1,4,0,0,0,0,0.811,22.3
TUTU2601469,Export,Seafood,Reefer,DBGT,10,5,1,0,1,1,0.851,75.0
TUTU1198511,Import,Timber,Dry,DBGT,5,2,0,0,0,0,0.888,80.4
TUTU7348821,Export,Machinery,ODC,DBGT,2,0,0,0,0,0,0.832,62.6
TUTU8916042,Import,Coal,Dry,DBGT,8,5,1,0,0,0,0.786,79.5
TUTU4076744,Export,Sugar,Dry,DBGT,4,6,1,0,0,1,0.887,82.9
TUTU1772872,Export,Machinery,ODC,PSA_SICAL,11,4,0,0,1,0,0.848,71.3
TUTU4936044,Export,Textiles,Dry,DBGT,12,2,0,0,1,0,0.762,52.8
TUTU9239605,Export,Seafood,Reefer,DBGT,1,4,0,0,0,0,0.761,18.3
TUTU7948256,Export,Seafood,Reefer,DBGT,10,1,0,0,1,0,0.837,34.1
TUTU3759750,Import,Coal,Dry,PSA_SICAL,2,5,1,0,0,0,0.884,92.4
TUTU1319839,Import,Seafood,Reefer,PSA_SICAL,11,0,0,0,1,1,0.835,102.4
TUTU6113813,Export,Granite,Dry,DBGT,2,4,0,0,0,0,0.775,38.9
TUTU8317727,Export,Granite,Dry,DBGT,12,3,0,1,1,0,0.774,78.9
TUTU3790067,Export,Seafood,Reefer,PSA_SICAL,7,5,1,0,0,0,0.857,43.2
TUTU6719437,Import,Coal,Dry,DBGT,11,4,0,0,1,0,0.854,101.2
TUTU7809365,Import,Timber,Dry,PSA_SICAL,8,6,1,0,0,0,0.794,78.5
TUTU2076988,Export,Seafood,Reefer,PSA_SICAL,7,2,0,0,0,0,0.885,36.8
TUTU6871643,Export,Granite,Dry,DBGT,7,0,0,0,0,0,0.856,51.2
TUTU2132914,Export,Seafood,Reefer,PSA_SICAL,12,2,0,0,1,0,0.819,29.8
TUTU2542715,Export,Granite,Dry,DBGT,7,2,0,0,0,0,0.846,49.2
TUTU1931745,Export,Granite,Dry,PSA_SICAL,11,6,1,0,1,0,0.839,64.8
TUTU8699743,Import,Timber,Dry,DBGT,11,5,1,0,1,1,0.822,132.8
TUTU4294701,Export,Seafood,Reefer,PSA_SICAL,1,2,0,0,0,0,0.833,24.4
TUTU7548224,Import,Machinery,ODC,PSA_SICAL,9,2,0,0,0,0,0.874,85.1
TUTU3164367,Import,Coal,Dry,DBGT,4,3,0,0,0,0,0.788,76.5
TUTU8201751,Import,Electronics,Dry,PSA_SICAL,2,3,0,0,0,0,0.762,58.4
TUTU5597368,Export,Salt,Dry,PSA_SICAL,7,3,0,0,0,0,0.771,32.6
TUTU3177254,Export,Textiles,Dry,PSA_SICAL,9,5,1,0,0,0,0.798,53.6
TUTU7273801,Export,Seafood,Reefer,DBGT,5,3,0,0,0,0,0.826,21.1
TUTU7300363,Export,Granite,Dry,DBGT,12,0,0,0,1,1,0.799,93.3
TUTU8942207,Import,Seafood,Reefer,PSA_SICAL,11,4,0,0,1,0,0.798,56.4
TUTU4241196,Import,Machinery,ODC,PSA_SICAL,7,4,0,0,0,0,0.863,85.2
TUTU7530773,Import,Machinery,ODC,PSA_SICAL,12,0,0,0,1,1,0.871,150.4
TUTU4070400,Import,Chemicals,Hazardous,PSA_SICAL,5,1,0,0,0,0,0.817,81.7
TUTU9468193,Export,Granite,Dry,PSA_SICAL,8,3,0,0,0,0,0.833,46.8
TUTU3834979,Import,EdibleOil,LiquidBulk,PSA_SICAL,3,5,1,0,0,0,0.867,88.4
TUTU5153423,Export,Seafood,Reefer,DBGT,5,4,0,0,0,0,0.796,23.6
TUTU2576898,Import,Electronics,Dry,PSA_SICAL,3,3,0,0,0,1,0.803,90.0
TUTU8811126,Export,Textiles,Dry,PSA_SICAL,3,2,0,0,0,0,0.806,38.5
TUTU9942100,Import,Electronics,Dry,PSA_SICAL,9,5,1,0,0,0,0.869,77.4
TUTU5469504,Export,Seafood,Reefer,PSA_SICAL,2,4,0,0,0,0,0.929,45.2
TUTU4312498,Import,Timber,Dry,DBGT,12,6,1,0,1,0,0.843,103.0
TUTU7717214,Import,Seafood,Reefer,DBGT,10,2,0,0,1,0,0.837,58.6
TUTU5062205,Import,Machinery,ODC,PSA_SICAL,7,0,0,0,0,0,0.816,73.5
TUTU4563539,Export,Sugar,Dry,DBGT,5,5,1,0,0,0,0.765,46.6
TUTU4840288,Export,Textiles,Dry,PSA_SICAL,11,2,0,0,1,1,0.794,87.0
TUTU8901509,Export,Electronics,Dry,DBGT,10,4,0,0,1,0,0.805,51.6
TUTU7440649,Import,Chemicals,Hazardous,PSA_SICAL,7,6,1,0,0,0,0.959,111.5
TUTU3786168,Export,Seafood,Reefer,PSA_SICAL,5,2,0,0,0,0,0.804,24.7
TUTU7162880,Import,Seafood,Reefer,DBGT,8,1,0,0,0,0,0.742,37.6
TUTU8712534,Export,Textiles,Dry,PSA_SICAL,2,3,0,0,0,0,0.823,43.9
TUTU8973302,Import,Chemicals,Hazardous,PSA_SICAL,1,2,0,0,0,0,0.819,78.5
TUTU7428758,Export,Sugar,Dry,PSA_SICAL,9,6,1,0,0,0,0.938,72.7
TUTU5488744,Export,Textiles,Dry,DBGT,7,1,0,0,0,0,0.899,56.7
TUTU1493423,Export,Textiles,Dry,DBGT,1,1,0,0,0,0,0.824,49.6
TUTU7910778,Import,Electronics,Dry,PSA_SICAL,2,2,0,0,0,0,0.71,55.5
TUTU1745816,Import,Machinery,ODC,DBGT,3,4,0,0,0,1,0.813,106.2
TUTU7636942,Export,Sugar,Dry,PSA_SICAL,1,0,0,0,0,1,0.947,93.7
TUTU6793814,Export,Seafood,Reefer,PSA_SICAL,9,0,0,0,0,0,0.725,18.2
TUTU9179597,Export,Granite,Dry,PSA_SICAL,4,1,0,0,0,0,0.821,41.6
TUTU6644171,Import,Coal,Dry,PSA_SICAL,7,0,0,0,0,0,0.837,78.7
TUTU3505952,Export,Textiles,Dry,PSA_SICAL,5,3,0,0,0,0,0.876,51.2
TUTU6177345,Import,Chemicals,Hazardous,DBGT,9,0,0,1,0,0,0.759,103.9
TUTU2269625,Export,Seafood,Reefer,PSA_SICAL,5,1,0,0,0,1,0.896,62.9
TUTU5926506,Export,Seafood,Reefer,PSA_SICAL,9,3,0,0,0,0,0.739,21.6
TUTU7813429,Import,Timber,Dry,PSA_SICAL,4,2,0,0,0,0,0.775,73.6
TUTU4383680,Import,Machinery,ODC,DBGT,3,4,0,0,0,0,0.854,79.4
TUTU5833715,Import,Machinery,ODC,PSA_SICAL,3,1,0,1,0,0,0.866,103.6
TUTU2669109,Import,Timber,Dry,DBGT,3,3,0,0,0,0,0.78,64.0
TUTU3221444,Export,Seafood,Reefer,DBGT,8,3,0,0,0,0,0.855,32.2
TUTU6264623,Export,Salt,Dry,PSA_SICAL,4,1,0,0,0,1,0.823,68.4
TUTU6918474,Import,Machinery,ODC,PSA_SICAL,7,0,0,0,0,0,0.863,88.3
TUTU9780209,Import,Seafood,Reefer,DBGT,1,4,0,0,0,0,0.772,48.9
TUTU4411266,Import,Chemicals,Hazardous,PSA_SICAL,11,6,1,0,1,0,0.939,130.4
TUTU9502232,Import,Electronics,Dry,PSA_SICAL,6,2,0,0,0,0,0.775,67.1
TUTU8800834,Import,Chemicals,Hazardous,DBGT,8,3,0,0,0,0,0.843,83.5
TUTU2370768,Import,Coal,Dry,PSA_SICAL,12,6,1,0,1,0,0.804,94.4
TUTU4900170,Export,Sugar,Dry,PSA_SICAL,11,2,0,0,1,0,0.78,53.0
TUTU1369968,Import,Electronics,Dry,DBGT,7,2,0,0,0,0,0.775,72.6
TUTU1325843,Import,Chemicals,Hazardous,DBGT,8,1,0,0,0,0,0.87,94.0
TUTU8139861,Import,Coal,Dry,DBGT,6,0,0,0,0,1,0.783,97.8
TUTU2741771,Export,Salt,Dry,DBGT,9,6,1,0,0,1,0.893,86.8
TUTU9185792,Export,Granite,Dry,DBGT,5,2,0,0,0,0,0.823,45.8
TUTU1631404,Export,Granite,Dry,PSA_SICAL,2,0,0,0,0,0,0.662,43.4
TUTU7363903,Export,Textiles,Dry,PSA_SICAL,2,3,0,0,0,0,0.824,41.8
TUTU2471523,Export,Granite,Dry,PSA_SICAL,1,3,0,0,0,0,0.801,39.2
TUTU2015188,Export,Seafood,Reefer,DBGT,11,2,0,0,1,0,0.842,29.6
TUTU3422759,Import,Machinery,ODC,DBGT,4,5,1,0,0,0,0.926,92.7
TUTU1612660,Export,Seafood,Reefer,PSA_SICAL,12,3,0,0,1,0,0.863,34.0
TUTU3797299,Export,Sugar,Dry,PSA_SICAL,5,0,0,0,0,1,0.784,68.9
TUTU7723776,Export,Machinery,ODC,DBGT,2,1,0,0,0,1,0.78,82.5
TUTU6556467,Export,Salt,Dry,DBGT,5,2,0,0,0,0,0.913,58.2
TUTU9286290,Import,Electronics,Dry,PSA_SICAL,6,5,1,0,0,0,0.81,71.0
TUTU2613634,Import,Electronics,Dry,PSA_SICAL,4,3,0,0,0,0,0.806,60.6
TUTU9831858,Export,Granite,Dry,DBGT,6,4,0,0,0,0,0.794,38.8
TUTU6878843,Export,Sugar,Dry,PSA_SICAL,6,0,0,0,0,0,0.819,48.1
TUTU6484245,Export,Salt,Dry,PSA_SICAL,10,4,0,0,1,0,0.769,41.9
TUTU9179872,Export,Granite,Dry,PSA_SICAL,9,3,0,0,0,0,0.899,58.7
TUTU6513786,Export,Seafood,Reefer,DBGT,5,4,0,0,0,0,0.825,22.0
TUTU4852449,Export,Textiles,Dry,PSA_SICAL,2,1,0,0,0,0,0.786,37.2
TUTU6564688,Import,Seafood,Reefer,DBGT,8,4,0,0,0,1,0.812,77.8
TUTU9504766,Import,Coal,Dry,DBGT,8,5,1,0,0,0,0.781,74.6
TUTU2803667,Export,Electronics,Dry,PSA_SICAL,11,4,0,0,1,0,0.875,56.8
TUTU9875747,Export,Seafood,Reefer,PSA_SICAL,11,0,0,0,1,0,0.857,38.3
TUTU4980186,Export,Seafood,Reefer,DBGT,9,4,0,0,0,0,0.848,25.7
TUTU9447275,Export,Textiles,Dry,PSA_SICAL,12,4,0,0,1,0,0.873,59.7
TUTU5789023,Export,Seafood,Reefer,DBGT,12,2,0,0,1,0,0.863,31.8
TUTU6146806,Import,Electronics,Dry,PSA_SICAL,4,3,0,0,0,0,0.825,63.2
TUTU2760352,Export,Granite,Dry,DBGT,9,2,0,0,0,0,0.784,46.3
TUTU1172399,Export,Electronics,Dry,PSA_SICAL,10,4,0,0,1,0,0.804,58.1
TUTU8555113,Export,Granite,Dry,PSA_SICAL,9,5,1,0,0,0,0.842,47.6
TUTU3123089,Export,Seafood,Reefer,DBGT,6,5,1,0,0,0,0.744,23.6
TUTU9238126,Import,Electronics,Dry,DBGT,2,0,0,0,0,0,0.88,76.1
TUTU9450536,Import,Machinery,ODC,PSA_SICAL,4,2,0,0,0,0,0.925,97.6
TUTU3344690,Import,EdibleOil,LiquidBulk,DBGT,5,1,0,0,0,0,0.829,76.1
TUTU8499321,Import,Coal,Dry,DBGT,5,0,0,0,0,0,0.856,78.2
TUTU3785068,Import,Timber,Dry,PSA_SICAL,11,5,1,0,1,0,0.844,109.0
TUTU4470997,Export,Granite,Dry,PSA_SICAL,8,0,0,0,0,0,0.87,58.0
TUTU1991534,Import,Machinery,ODC,PSA_SICAL,12,4,0,0,1,0,0.892,106.9
TUTU9114652,Import,Coal,Dry,DBGT,2,2,0,0,0,0,0.866,77.0
TUTU1017795,Export,Salt,Dry,PSA_SICAL,1,0,0,0,0,1,0.893,86.1
TUTU7228585,Export,Textiles,Dry,DBGT,1,1,0,0,0,1,0.811,72.9
TUTU9963789,Export,Salt,Dry,PSA_SICAL,3,4,0,0,0,1,0.715,63.8
TUTU7228087,Export,Salt,Dry,PSA_SICAL,7,4,0,0,0,0,0.775,34.4
TUTU5373419,Export,Sugar,Dry,PSA_SICAL,9,2,0,0,0,0,0.714,36.4
TUTU1609837,Export,Seafood,Reefer,DBGT,9,2,0,0,0,0,0.718,24.0
TUTU1639184,Export,Seafood,Reefer,DBGT,1,1,0,0,0,0,0.812,25.4
TUTU9293550,Export,Electronics,Dry,DBGT,6,4,0,0,0,1,0.857,84.7
TUTU8480361,Import,Seafood,Reefer,PSA_SICAL,8,2,0,0,0,0,0.846,49.5
TUTU8702661,Export,Seafood,Reefer,PSA_SICAL,6,5,1,0,0,0,0.893,38.8
TUTU1415358,Import,Machinery,ODC,PSA_SICAL,11,1,0,0,1,0,0.888,108.1
TUTU7684191,Import,Machinery,ODC,PSA_SICAL,4,2,0,0,0,0,0.804,77.4
TUTU4565929,Export,Seafood,Reefer,PSA_SICAL,7,3,0,0,0,0,0.857,42.8
TUTU4578410,Import,Coal,Dry,PSA_SICAL,5,4,0,0,0,0,0.865,79.1
TUTU4658711,Import,Timber,Dry,PSA_SICAL,2,1,0,0,0,0,0.892,82.9
TUTU9174016,Import,EdibleOil,LiquidBulk,PSA_SICAL,9,0,0,0,0,1,0.816,105.2
TUTU3198785,Export,Seafood,Reefer,DBGT,6,1,0,0,0,0,0.855,33.6
TUTU1617080,Import,Timber,Dry,PSA_SICAL,2,1,0,0,0,0,0.867,79.4
TUTU7272708,Export,Machinery,ODC,PSA_SICAL,3,1,0,0,0,0,0.822,68.3
TUTU6810459,Export,Textiles,Dry,PSA_SICAL,4,0,0,0,0,1,0.861,77.7
TUTU2974487,Export,Seafood,Reefer,PSA_SICAL,5,3,0,0,0,0,0.845,31.9
TUTU7051348,Export,Sugar,Dry,PSA_SICAL,9,4,0,0,0,0,0.781,42.1
TUTU9792965,Import,Machinery,ODC,DBGT,8,4,0,0,0,0,0.891,89.8
TUTU6747903,Export,Electronics,Dry,PSA_SICAL,10,5,1,0,1,1,0.822,97.8
TUTU9723126,Import,Machinery,ODC,PSA_SICAL,11,2,0,0,1,0,0.857,106.1
TUTU5091978,Import,Chemicals,Hazardous,PSA_SICAL,12,2,0,0,1,0,0.85,107.2
TUTU2303459,Export,Seafood,Reefer,PSA_SICAL,10,3,0,0,1,0,0.867,53.0
TUTU9241940,Export,Seafood,Reefer,PSA_SICAL,7,4,0,0,0,1,0.744,51.5
TUTU6780627,Export,Machinery,ODC,DBGT,9,6,1,0,0,0,0.793,52.3
TUTU3457114,Import,Machinery,ODC,DBGT,9,0,0,0,0,0,0.738,72.0
TUTU6058316,Export,Granite,Dry,DBGT,9,4,0,0,0,0,0.818,43.2
TUTU3816048,Import,Seafood,Reefer,PSA_SICAL,8,6,1,0,0,0,0.805,45.5
TUTU2884264,Import,Seafood,Reefer,PSA_SICAL,2,1,0,0,0,0,0.867,52.8
TUTU4379738,Export,Granite,Dry,PSA_SICAL,9,1,0,0,0,0,0.799,37.6
TUTU9355303,Export,Textiles,Dry,DBGT,7,1,0,0,0,0,0.878,59.0
TUTU1875022,Export,Granite,Dry,PSA_SICAL,8,3,0,0,0,0,0.835,48.7
TUTU3226064,Export,Sugar,Dry,PSA_SICAL,2,1,0,0,0,0,0.819,46.1
TUTU3147900,Import,Chemicals,Hazardous,PSA_SICAL,10,2,0,0,1,0,0.83,114.0
TUTU3297283,Import,Timber,Dry,PSA_SICAL,11,4,0,0,1,0,0.791,86.5
TUTU8166864,Export,Textiles,Dry,PSA_SICAL,3,3,0,0,0,0,0.758,37.2
TUTU2856427,Export,Machinery,ODC,PSA_SICAL,1,1,0,0,0,0,0.736,49.4
TUTU9027090,Import,Electronics,Dry,PSA_SICAL,6,0,0,0,0,0,0.835,76.8
TUTU1180168,Export,Seafood,Reefer,PSA_SICAL,9,4,0,0,0,0,0.739,21.1
TUTU8695644,Export,Electronics,Dry,PSA_SICAL,1,2,0,0,0,0,0.778,40.5
TUTU8909990,Import,Timber,Dry,DBGT,8,3,0,0,0,0,0.761,72.4
TUTU2733133,Export,Sugar,Dry,DBGT,4,0,0,0,0,0,0.873,48.6
TUTU3676566,Export,Granite,Dry,DBGT,4,0,0,0,0,0,0.781,38.8
TUTU8122609,Export,Sugar,Dry,DBGT,8,3,0,0,0,0,0.782,39.6
TUTU8495516,Import,Timber,Dry,DBGT,7,1,0,0,0,0,0.732,69.0
TUTU8329606,Export,Seafood,Reefer,DBGT,11,1,0,0,1,0,0.796,22.9
TUTU2653589,Export,Textiles,Dry,DBGT,1,3,0,0,0,0,0.75,39.7
TUTU5458793,Export,Seafood,Reefer,PSA_SICAL,1,6,1,0,0,0,0.846,32.9
TUTU6862612,Import,Electronics,Dry,DBGT,3,2,0,0,0,0,0.736,57.1
TUTU9905972,Import,Seafood,Reefer,PSA_SICAL,10,3,0,0,1,0,0.853,63.7
TUTU1441647,Import,Seafood,Reefer,PSA_SICAL,7,4,0,1,0,0,0.75,62.7
TUTU4768724,Import,Seafood,Reefer,PSA_SICAL,5,3,0,0,0,1,0.846,92.9
TUTU8499108,Import,Coal,Dry,PSA_SICAL,12,2,0,0,1,0,0.826,95.7
TUTU5411961,Export,Salt,Dry,PSA_SICAL,8,2,0,0,0,0,0.81,37.9
TUTU9679381,Import,EdibleOil,LiquidBulk,PSA_SICAL,4,0,0,0,0,0,0.791,80.4
TUTU3916287,Export,Granite,Dry,DBGT,10,4,0,1,1,0,0.819,90.8
TUTU4058541,Export,Seafood,Reefer,PSA_SICAL,2,4,0,0,0,0,0.803,20.7
TUTU5693965,Export,Granite,Dry,DBGT,3,0,0,1,0,0,0.785,67.1
TUTU7343872,Import,Electronics,Dry,PSA_SICAL,2,6,1,0,0,0,0.788,68.4
TUTU2920679,Import,Machinery,ODC,PSA_SICAL,4,2,0,0,0,0,0.826,87.4
TUTU6286734,Import,Timber,Dry,DBGT,8,5,1,0,0,0,0.805,73.4
TUTU9700338,Import,Machinery,ODC,DBGT,2,5,1,0,0,1,0.805,111.3
TUTU8245305,Import,Machinery,ODC,DBGT,4,2,0,0,0,0,0.724,71.4
TUTU9003271,Export,Seafood,Reefer,DBGT,3,3,0,0,0,1,0.84,55.7
TUTU5960539,Export,Seafood,Reefer,DBGT,11,1,0,0,1,1,0.836,75.3
TUTU3137536,Export,Salt,Dry,PSA_SICAL,12,4,0,0,1,1,0.906,98.5
TUTU8569396,Import,Machinery,ODC,DBGT,6,4,0,0,0,1,0.843,116.2
TUTU6747366,Import,Timber,Dry,PSA_SICAL,11,1,0,0,1,0,0.81,83.5
TUTU2508128,Export,Granite,Dry,PSA_SICAL,11,4,0,1,1,0,0.788,78.8
TUTU1510122,Export,Seafood,Reefer,PSA_SICAL,6,1,0,0,0,0,0.744,18.1
TUTU3757940,Import,Chemicals,Hazardous,PSA_SICAL,2,2,0,0,0,0,0.844,88.8
TUTU3233074,Import,Electronics,Dry,PSA_SICAL,9,5,1,0,0,0,0.801,58.4
TUTU6468558,Import,Coal,Dry,DBGT,9,0,0,0,0,0,0.688,67.7
TUTU7246587,Export,Granite,Dry,PSA_SICAL,6,6,1,0,0,0,0.826,55.7
TUTU9626711,Import,EdibleOil,LiquidBulk,PSA_SICAL,8,4,0,0,0,0,0.84,73.9
TUTU5547195,Import,Coal,Dry,DBGT,12,3,0,0,1,0,0.827,90.6
TUTU9949038,Export,Seafood,Reefer,PSA_SICAL,11,2,0,0,1,0,0.871,34.6
TUTU8083646,Export,Sugar,Dry,DBGT,7,5,1,0,0,0,0.774,39.1
TUTU7167294,Export,Granite,Dry,DBGT,9,6,1,0,0,0,0.901,66.9
TUTU6084868,Export,Granite,Dry,PSA_SICAL,4,3,0,0,0,0,0.874,55.1
TUTU7088018,Import,Timber,Dry,PSA_SICAL,5,2,0,0,0,0,0.753,64.2
TUTU4314964,Export,Granite,Dry,PSA_SICAL,5,5,1,0,0,0,0.863,59.7
TUTU4152606,Import,Chemicals,Hazardous,PSA_SICAL,8,0,0,0,0,0,0.889,93.3
TUTU5610509,Import,Electronics,Dry,PSA_SICAL,7,0,0,0,0,0,0.8,64.5
TUTU3761584,Import,Machinery,ODC,PSA_SICAL,1,2,0,0,0,0,0.768,75.5
TUTU4013985,Import,Timber,Dry,PSA_SICAL,1,2,0,0,0,0,0.792,65.9
TUTU3602387,Export,Salt,Dry,DBGT,8,6,1,0,0,0,0.795,38.3
TUTU1203012,Export,Sugar,Dry,PSA_SICAL,2,1,0,0,0,0,0.798,36.2
TUTU7134303,Export,Machinery,ODC,DBGT,6,6,1,0,0,1,0.806,90.2
TUTU6715232,Import,Chemicals,Hazardous,PSA_SICAL,7,6,1,0,0,0,0.774,80.0
TUTU2117778,Export,Granite,Dry,DBGT,7,5,1,0,0,0,0.799,55.9
TUTU1622117,Export,Salt,Dry,PSA_SICAL,12,2,0,0,1,0,0.878,55.4
TUTU7265802,Import,Coal,Dry,PSA_SICAL,5,0,0,0,0,0,0.76,69.1
